Index;Content Curator;Type;ID entities;ID owner entities;Act;Warn;Reason or other comments
1;IgreX;Video\10;https://play.joystream.org/video/1769;1758;Accepted;https://testnet.joystream.org/#/forum/threads/329?page=2&replyIdx=11;Wrong thumbnails.Fixed by users
2;IgreX;Video\10;https://play.joystream.org/video/1984;1758;Accepted;https://testnet.joystream.org/#/forum/threads/329?page=2&replyIdx=12;Wrong thumbnails.Fixed by users
3;leet_joy;Video\10;https://play.joystream.org/video/2093;1629;Accepted;;
4;leet_joy;Video\10;https://play.joystream.org/video/2088;2078;Censored;https://testnet.joystream.org/#/forum/threads/329?page=2&replyIdx=13;Wrong thumbnails
5;leet_joy;Video\10;https://play.joystream.org/video/2083;2025;Accepted;;
6;leet_joy;Video\10;https://play.joystream.org/video/2067;2025;Accepted;;
7;leet_joy;Video\10;https://play.joystream.org/video/1990;1985;Censored;https://testnet.joystream.org/#/forum/threads/329?page=2&replyIdx=13;Wrong thumbnails
8;IgreX;Video\10;https://play.joystream.org/video/2018;2013;Censored;https://testnet.joystream.org/#/forum/threads/329?page=2&replyIdx=15;Wrong thumbnails
9;oiclid;Video\10;https://play.joystream.org/video/1747;1742;Censored;https://testnet.joystream.org/#/forum/threads/329?page=2&replyIdx=16;No Thumbnail
10;oiclid;Video\10;https://play.joystream.org/video/1752;1742;Censored;https://testnet.joystream.org/#/forum/threads/329?page=2&replyIdx=17;No Thumbnail
11;oiclid;Video\10;https://play.joystream.org/video/1757;1742;Censored;https://testnet.joystream.org/#/forum/threads/329?page=2&replyIdx=18;No Thumbnail
